"Label","Modality","side","Atlas","Measurement","Anatomy"
"T1Hier_thk_mtg_vtr_vta_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Ventral Tegmental Area"
"T1Hier_thk_referenceregion_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness",NA
"T1Hier_thk_referenceregion_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness",NA
"T1Hier_thk_thm_eth_hn_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Habenular Nuclei"
"T1Hier_thk_thm_eth_hn_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Habenular Nuclei"
"T1Hier_vol_bn_gp_gpe_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/volume","globus pallidus externa"
"T1Hier_vol_bn_gp_gpe_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/volume","globus pallidus externa"
"T1Hier_vol_bn_gp_gpi_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/volume","globus pallidus interna"
"T1Hier_vol_bn_gp_gpi_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/volume","globus pallidus interna"
"T1Hier_vol_bn_str_ca_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/volume","caudate"
"T1Hier_vol_bn_str_ca_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/volume","caudate"
"T1Hier_vol_bn_str_pu_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/volume","putamen"
"T1Hier_vol_bn_str_pu_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/volume","putamen"
"T1Hier_vol_mtg_rn_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/volume","red nucleus"
"T1Hier_vol_mtg_rn_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/volume","red nucleus"
"T1Hier_vol_mtg_sn_snc_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/volume","Substantia Nigra pars compacta"
"T1Hier_vol_mtg_sn_snc_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/volume","Substantia Nigra pars compacta"
"T1Hier_vol_mtg_sn_snr_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/volume","Substantia Nigra pars reticulated"
"T1Hier_vol_mtg_sn_snr_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/volume","Substantia Nigra pars reticulated"
"T1Hier_vol_referenceregion_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/volume",NA
"T1Hier_vol_referenceregion_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/volume",NA
"T1Hier_area_bn_gp_gpe_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/area","globus pallidus externa"
"T1Hier_area_bn_gp_gpe_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/area","globus pallidus externa"
"T1Hier_area_bn_gp_gpi_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/area","globus pallidus interna"
"T1Hier_area_bn_gp_gpi_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/area","globus pallidus interna"
"T1Hier_area_bn_str_ca_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/area","caudate"
"T1Hier_area_bn_str_ca_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/area","caudate"
"T1Hier_area_bn_str_pu_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/area","putamen"
"T1Hier_area_bn_str_pu_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/area","putamen"
"T1Hier_area_mtg_rn_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/area","red nucleus"
"T1Hier_area_mtg_rn_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/area","red nucleus"
"T1Hier_area_mtg_sn_snc_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/area","Substantia Nigra pars compacta"
"T1Hier_area_mtg_sn_snc_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/area","Substantia Nigra pars compacta"
"T1Hier_area_mtg_sn_snr_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/area","Substantia Nigra pars reticulated"
"T1Hier_area_mtg_sn_snr_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/area","Substantia Nigra pars reticulated"
"T1Hier_area_referenceregion_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/area",NA
"T1Hier_area_referenceregion_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/area",NA
"T1Hier_thk_bn_gp_gpe_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/thickness","globus pallidus externa"
"T1Hier_thk_bn_gp_gpe_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/thickness","globus pallidus externa"
"T1Hier_thk_bn_gp_gpi_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/thickness","globus pallidus interna"
"T1Hier_thk_bn_gp_gpi_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/thickness","globus pallidus interna"
"T1Hier_thk_bn_str_ca_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/thickness","caudate"
"T1Hier_thk_bn_str_ca_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/thickness","caudate"
"T1Hier_thk_bn_str_pu_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/thickness","putamen"
"T1Hier_thk_bn_str_pu_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/thickness","putamen"
"T1Hier_thk_mtg_rn_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/thickness","red nucleus"
"T1Hier_thk_mtg_rn_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/thickness","red nucleus"
"T1Hier_thk_mtg_sn_snc_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Substantia Nigra pars compacta"
"T1Hier_thk_mtg_sn_snc_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Substantia Nigra pars compacta"
"T1Hier_thk_mtg_sn_snr_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Substantia Nigra pars reticulated"
"T1Hier_thk_mtg_sn_snr_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Substantia Nigra pars reticulated"
"T1Hier_thk_referenceregion_leftdeep_cit168","T1 hierarchical processing","left","CIT168","geometry/thickness",NA
"T1Hier_thk_referenceregion_rightdeep_cit168","T1 hierarchical processing","right","CIT168","geometry/thickness",NA
"T1Hier_vol_mtg_sn_snc_leftsnseg","T1 hierarchical processing","left","CIT168","geometry/volume","Substantia Nigra pars compacta"
"T1Hier_vol_mtg_sn_snc_rightsnseg","T1 hierarchical processing","right","CIT168","geometry/volume","Substantia Nigra pars compacta"
"T1Hier_vol_mtg_sn_snr_leftsnseg","T1 hierarchical processing","left","CIT168","geometry/volume","Substantia Nigra pars reticulated"
"T1Hier_vol_mtg_sn_snr_rightsnseg","T1 hierarchical processing","right","CIT168","geometry/volume","Substantia Nigra pars reticulated"
"T1Hier_vol_referenceregion_leftsnseg","T1 hierarchical processing","left","CIT168","geometry/volume",NA
"T1Hier_vol_referenceregion_rightsnseg","T1 hierarchical processing","right","CIT168","geometry/volume",NA
"T1Hier_area_mtg_sn_snc_leftsnseg","T1 hierarchical processing","left","CIT168","geometry/area","Substantia Nigra pars compacta"
"T1Hier_area_mtg_sn_snc_rightsnseg","T1 hierarchical processing","right","CIT168","geometry/area","Substantia Nigra pars compacta"
"T1Hier_area_mtg_sn_snr_leftsnseg","T1 hierarchical processing","left","CIT168","geometry/area","Substantia Nigra pars reticulated"
"T1Hier_area_mtg_sn_snr_rightsnseg","T1 hierarchical processing","right","CIT168","geometry/area","Substantia Nigra pars reticulated"
"T1Hier_area_referenceregion_leftsnseg","T1 hierarchical processing","left","CIT168","geometry/area",NA
"T1Hier_area_referenceregion_rightsnseg","T1 hierarchical processing","right","CIT168","geometry/area",NA
"T1Hier_thk_mtg_sn_snc_leftsnseg","T1 hierarchical processing","left","CIT168","geometry/thickness","Substantia Nigra pars compacta"
"T1Hier_thk_mtg_sn_snc_rightsnseg","T1 hierarchical processing","right","CIT168","geometry/thickness","Substantia Nigra pars compacta"
"T1Hier_thk_mtg_sn_snr_leftsnseg","T1 hierarchical processing","left","CIT168","geometry/thickness","Substantia Nigra pars reticulated"
"T1Hier_thk_mtg_sn_snr_rightsnseg","T1 hierarchical processing","right","CIT168","geometry/thickness","Substantia Nigra pars reticulated"
"T1Hier_thk_referenceregion_leftsnseg","T1 hierarchical processing","left","CIT168","geometry/thickness",NA
"T1Hier_thk_referenceregion_rightsnseg","T1 hierarchical processing","right","CIT168","geometry/thickness",NA
"T1Hier_RandBasisProj01","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj01"
"T1Hier_RandBasisProj02","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj02"
"T1Hier_RandBasisProj03","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj03"
"T1Hier_RandBasisProj04","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj04"
"T1Hier_RandBasisProj05","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj05"
"T1Hier_RandBasisProj06","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj06"
"T1Hier_RandBasisProj07","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj07"
"T1Hier_RandBasisProj08","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj08"
"T1Hier_RandBasisProj09","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj09"
"T1Hier_RandBasisProj10","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProj10"
"T1Hier_RandBasisProjPos01","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos01"
"T1Hier_RandBasisProjPos02","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos02"
"T1Hier_RandBasisProjPos03","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos03"
"T1Hier_RandBasisProjPos04","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos04"
"T1Hier_RandBasisProjPos05","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos05"
"T1Hier_RandBasisProjPos06","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos06"
"T1Hier_RandBasisProjPos07","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos07"
"T1Hier_RandBasisProjPos08","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos08"
"T1Hier_RandBasisProjPos09","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos09"
"T1Hier_RandBasisProjPos10","T1 hierarchical processing",NA,"quality control metrics","QC","RandBasisProjPos10"
"T1Hier_loop_outlier_probability","T1 hierarchical processing",NA,"quality control metrics","QC","loop_outlier_probability"
"T1Hier_mhdist","T1 hierarchical processing",NA,"quality control metrics","QC","mhdist"
"T1Hier_templateL1","T1 hierarchical processing",NA,"quality control metrics","QC","templateL1"
"T1Hier_evratio","T1 hierarchical processing",NA,"quality control metrics","QC","evratio"
"T1Hier_resnetGrade","T1 hierarchical processing",NA,"quality control metrics","QC","resnetGrade"
